NumRun,TimeMs
0,18209.661722183228
1,18122.225999832153
2,18148.12397956848
3,18182.536125183105
4,18128.21388244629
5,18109.436750411987
6,18114.06922340393
7,18155.90000152588
8,18080.286741256714
9,18181.166648864746
0,8774.721384048462
1,8318.613529205322
2,8270.045518875122
0,10779.216766357422
1,10738.641023635864
2,10796.319961547852
