NumRun,TimeMs
0,18161.9074344635
1,18191.19143486023
2,18166.88823699951
3,18194.207906723022
4,18146.217584609985
5,18193.874835968018
6,18308.057069778442
7,18159.44790840149
8,18140.891313552856
9,18173.717737197876
0,8319.679021835327
1,8351.26519203186
2,8323.344707489014
0,10868.281364440918
1,10963.153839111328
2,10761.487245559692
0,13282.203912734985
