NumRun,TimeMs
0,10649.840116500854
1,10639.864444732666
2,10675.588846206665
3,10657.57966041565
4,10641.254901885986
5,10657.092809677124
6,10647.283792495728
7,10642.014026641846
8,10635.24341583252
9,10633.336067199707
0,2515.363931655884
1,2513.5717391967773
2,2510.340452194214
0,4527.243375778198
1,4539.719581604004
2,4558.034896850586
