NumRun,TimeMs
0,5697.395801544189
1,5625.456094741821
2,5561.140060424805
3,5609.7142696380615
4,5559.544563293457
5,5538.166046142578
6,5535.625457763672
7,5640.84792137146
8,5548.709869384766
9,5548.453092575073
