NumRun,TimeMs
0,18145.021677017212
1,18110.74662208557
2,18060.815811157227
3,17975.759267807007
4,18024.303197860718
5,18153.07092666626
6,18007.346630096436
7,17973.653078079224
8,17997.012615203857
9,17976.924657821655
