NumRun,TimeMs
0,5645.208835601807
1,5511.603116989136
2,5614.206552505493
3,5604.19225692749
4,5590.078353881836
5,5607.6507568359375
6,5587.627649307251
7,5567.668914794922
8,5610.091686248779
9,5583.823442459106
