NumRun,TimeMs
0,262.6025676727295
1,255.42402267456055
2,253.24201583862305
3,266.6182518005371
4,265.37227630615234
5,267.4129009246826
6,262.1874809265137
7,261.8882656097412
8,269.69122886657715
9,258.62693786621094
