NumRun,TimeMs
0,2848.9930629730225
1,2857.914686203003
2,2874.4189739227295
3,2879.9445629119873
4,2885.786294937134
5,2870.9628582000732
6,2874.7403621673584
7,2863.1865978240967
8,2883.6874961853027
9,2864.2685413360596
