NumRun,TimeMs
0,10964.622735977173
1,10993.825674057007
2,11095.101833343506
3,11059.208869934082
4,10964.539289474487
5,10955.339193344116
6,11124.460220336914
7,11393.383741378784
8,11021.233797073364
9,11156.715631484985
