NumRun,TimeMs
0,5236.225843429565
1,5231.125116348267
2,163.0563735961914
3,162.5843048095703
4,5200.078725814819
5,162.5375747680664
6,164.52407836914062
7,5210.0725173950195
8,161.5734100341797
9,162.50300407409668
