NumRun,TimeMs
0,12522.872924804688
1,12553.622245788574
2,12596.434116363525
3,12596.572637557983
4,12619.731426239014
5,12547.752380371094
6,12527.061700820923
7,12594.53821182251
8,12570.927619934082
9,12534.427165985107
