NumRun,TimeMs
0,5516.470432281494
1,5556.689262390137
2,5562.584161758423
3,5589.630126953125
4,5534.428596496582
5,5495.23663520813
6,5529.999256134033
7,5514.937877655029
8,5583.241701126099
9,5511.176109313965
