NumRun,TimeMs
0,9197.652101516724
1,9276.219367980957
2,9110.427141189575
3,9042.762756347656
4,9143.519401550293
5,9137.557029724121
6,9191.115617752075
7,9088.992357254028
8,9251.475811004639
9,9188.576459884644
